,IL1L,IL1R,IL1VR,FLPL,URYDL,IL1VL,URYVR,URYDR,IL1DR,OLQDR,OLQVL,OLLR,FLPR,URYVL,IL1DL,OLLL,ADER,OLQDL,ADEL,ADLL,AQR,ASHL,ADLR,ASHR,IL2DL,ASGL,ASKL,ASGR,ASKR,IL2DR,CEPDL,OLQVR,BAGR,IL2VR,CEPVL,ASIR,IL2VL,AWAR,CEPVR,IL2L,AWAL,CEPDR,BAGL,URXR,ASIL,AWCR,ASER,IL2R,AWCL,URXL,ASEL,AWBR,AWBL,AVDR,AVDL,AVBR,SAAVR,SAAVL,RICL,AVER,AVBL,RICR,SAADR,RIAR,RIAL,SAADL,AVEL,AVJR,RMGL,ADAR,ALA,ADAL,RIMR,AVJL,RIML,AIBL,AVAL,AUAL,RIS,AIBR,AVAR,AVKR,RIBR,AVL,AVHL,AINL,RIBL,AIML,AINR,AIMR,RID,AVKL,URBL,AIZR,AIZL,URBR,AUAR,AIYL,RIR,RIH,AIYR,RMDDR,RMDVR,RMDVL,RMED,RMDDL,RMEV,URAVL,URADR,RIVL,URADL,URAVR,RIVR,SMDDR,RMER,SMBVR,SMDVR,RMEL,SMDVL,SMDDL,RMDR,RMDL
AVDR,11,9,8,11,9,7,8,7,10,11,11,12,7,12,10,12,6,12,9,5,2,4,4,0,11,10,2,8,2,12,12,10,0,10,11,4,8,5,8,9,7,12,4,10,4,7,5,7,11,10,10,7,12,0,11,2,2,7,10,9,2,8,2,4,9,1,7,11,2,0,2,8,6,11,6,10,10,11,2,11,8,1,3,3,5,8,6,1,8,2,10,0,11,11,10,8,6,3,3,10,3,8,10,10,2,10,4,3,3,12,5,2,12,2,11,1,7,11,12,4,2,8
AVDL,13,12,12,14,11,11,11,11,14,14,14,15,7,15,13,14,6,15,14,7,3,7,4,0,14,13,3,12,3,14,16,11,0,12,13,5,9,9,10,13,9,15,6,12,4,10,5,9,15,13,13,8,16,11,0,2,4,10,14,12,2,9,4,6,11,3,10,12,6,0,2,12,7,15,7,15,14,15,3,14,12,2,3,5,5,11,9,2,9,3,12,2,14,14,13,8,7,3,4,13,3,11,12,12,3,14,5,6,3,16,6,2,14,4,15,2,11,14,14,6,5,12
AVBR,1,1,0,1,1,0,1,1,2,2,1,2,0,2,2,2,1,2,1,0,1,0,1,0,2,1,0,1,0,2,2,1,0,1,2,0,1,2,2,2,1,2,0,2,0,1,1,2,2,2,1,2,2,2,2,0,1,1,1,2,0,1,1,0,1,0,1,2,1,0,0,1,1,2,1,1,2,1,0,1,1,0,2,2,0,1,1,0,1,0,1,0,2,1,1,0,1,0,1,2,0,1,2,1,0,1,0,0,0,2,0,0,2,0,2,0,1,2,2,0,0,1
SAAVR,2,4,2,4,3,1,4,3,4,3,3,4,2,4,3,3,3,3,4,2,2,1,3,0,3,4,0,4,0,3,4,2,0,4,3,2,2,4,2,3,2,3,0,3,2,3,3,3,4,3,4,3,4,2,4,1,0,2,4,3,0,3,2,1,3,1,2,3,3,0,0,4,2,3,3,4,4,4,0,4,4,1,2,3,1,3,3,1,3,1,2,1,4,4,3,2,3,0,1,2,0,3,3,3,0,4,3,2,1,4,1,0,4,1,4,1,4,3,3,1,0,3
SAAVL,9,7,7,9,6,6,7,8,9,10,9,10,5,10,9,9,4,10,9,5,2,3,3,0,10,8,2,8,2,9,11,7,0,7,9,3,5,7,8,9,8,10,4,8,3,6,4,6,10,10,9,8,11,7,10,1,2,0,10,9,2,5,2,4,8,2,7,9,3,0,1,7,3,10,3,9,10,10,1,9,8,0,2,3,4,7,4,1,6,1,9,1,10,9,8,7,4,1,2,8,1,6,9,8,2,10,3,5,4,11,6,1,9,4,11,2,7,9,9,5,3,7
RICL,14,12,11,15,12,10,11,11,14,15,15,15,8,15,14,14,7,15,14,8,4,6,4,0,14,14,3,11,3,14,16,11,0,14,13,6,10,9,9,13,11,15,6,12,5,9,7,9,15,13,13,9,16,10,14,1,4,10,0,12,4,10,4,7,10,3,11,12,6,1,2,11,5,15,7,15,14,15,3,15,13,1,2,4,6,11,9,3,10,3,13,2,13,15,14,9,6,2,4,12,3,11,12,13,3,15,5,7,4,16,8,2,14,4,15,2,11,13,14,5,4,13
AVER,12,10,8,12,11,9,9,10,12,13,13,13,6,13,13,13,7,14,12,8,4,5,4,0,13,12,3,9,3,13,14,9,0,11,11,3,9,9,10,11,9,14,6,13,4,8,4,8,13,14,10,8,14,9,12,2,3,9,12,0,3,6,2,7,9,1,10,11,4,1,1,9,6,13,6,12,13,12,1,12,11,2,3,5,5,10,9,3,7,4,12,2,11,12,11,5,5,2,4,12,3,9,10,10,3,13,4,5,4,14,5,1,12,2,13,2,10,11,13,4,4,11
AVBL,4,2,1,4,4,2,2,4,4,4,4,3,3,4,4,3,2,4,2,3,2,1,1,0,4,4,0,1,0,4,4,3,0,3,3,2,3,2,2,4,3,4,3,3,2,1,2,3,4,3,3,3,4,2,2,0,0,2,4,3,0,2,2,3,1,2,3,4,1,1,0,1,1,4,1,3,3,3,2,4,3,0,0,0,3,2,3,1,3,1,3,0,3,4,4,2,1,1,0,3,2,3,3,3,0,3,2,2,1,4,2,1,4,1,4,0,2,2,4,1,1,4
RICR,9,9,7,10,8,5,8,6,9,9,9,10,7,10,8,9,6,9,9,4,3,3,3,0,8,9,2,7,2,9,10,8,0,10,9,6,6,5,6,8,7,9,4,7,3,5,6,6,9,7,8,7,10,8,9,1,3,5,10,6,2,0,3,3,6,2,6,9,3,1,2,7,4,9,5,10,9,9,2,10,7,0,2,2,4,7,6,2,8,2,8,0,8,10,9,7,5,2,3,8,3,8,8,10,1,9,3,3,2,10,5,2,10,3,9,1,7,10,9,3,1,7
SAADR,3,3,2,4,3,2,3,3,4,3,3,3,2,4,3,2,2,3,3,1,2,1,2,0,3,4,0,3,0,3,4,3,0,3,3,2,2,3,2,4,3,3,2,2,1,2,2,3,4,2,4,3,4,2,4,1,2,2,4,2,2,3,0,1,1,3,3,4,3,0,0,3,1,4,2,4,3,4,2,4,3,0,1,1,2,2,3,0,3,0,2,0,4,4,4,2,3,1,1,3,1,4,3,3,0,3,2,2,0,4,1,1,4,2,4,0,3,3,3,2,1,4
RIAR,7,6,5,8,6,5,5,8,8,7,8,7,3,7,6,7,4,8,7,5,2,3,2,0,7,6,2,4,2,8,8,5,0,5,6,1,4,4,5,7,5,8,3,6,2,4,3,6,8,8,6,4,8,4,6,0,1,4,7,7,3,3,1,0,5,1,6,6,3,1,2,6,3,8,2,7,8,7,1,7,8,2,0,1,3,6,5,2,4,3,7,1,6,7,8,2,1,1,1,5,2,5,5,6,2,8,3,3,2,8,4,0,7,2,7,1,7,5,8,3,3,7
RIAL,9,8,9,10,8,7,7,9,10,10,10,12,6,12,9,11,6,11,10,7,1,5,4,0,10,10,2,9,2,10,12,8,0,10,10,3,7,5,6,9,7,11,3,9,4,8,5,8,11,10,9,6,12,9,11,1,3,8,10,9,1,6,1,5,0,1,8,9,3,0,2,9,6,11,5,10,11,11,1,11,10,2,2,4,4,7,5,2,7,3,9,2,10,11,9,7,4,2,2,8,2,7,10,9,2,11,5,5,3,12,6,1,11,2,11,1,8,10,10,5,3,9
SAADL,2,2,2,3,2,2,2,3,3,2,2,2,2,3,2,1,1,2,2,1,1,1,1,0,2,3,0,2,0,2,3,2,0,2,2,2,1,2,1,3,2,2,2,1,1,1,1,2,3,1,3,2,3,1,3,0,1,2,3,1,2,2,3,1,1,0,2,3,2,0,0,2,1,3,1,3,2,3,2,3,2,0,0,0,2,1,2,0,2,0,1,0,3,3,3,2,2,1,0,2,1,3,2,2,0,2,2,2,0,3,1,1,3,2,3,0,2,2,2,2,1,3
AVEL,11,8,8,11,9,8,7,8,10,10,11,11,6,11,10,10,7,11,11,7,3,5,4,0,10,11,3,8,3,10,12,8,0,10,10,3,8,6,7,10,9,11,5,9,2,7,5,8,11,10,9,6,12,7,10,1,2,7,11,10,3,6,3,6,8,2,0,9,5,1,1,9,3,12,4,11,11,11,2,11,11,1,1,2,4,8,6,2,7,3,11,1,9,11,11,5,4,2,3,10,3,10,10,10,3,12,3,5,3,12,7,1,10,2,11,1,9,10,10,5,5,12
AVJR,12,11,8,13,10,7,10,10,12,12,12,13,8,14,11,12,8,13,11,6,4,3,5,0,12,12,2,9,2,13,14,10,0,11,12,5,8,8,10,11,10,13,6,11,4,7,6,9,13,12,11,10,14,11,12,2,3,9,12,11,4,9,4,6,9,3,9,0,3,1,2,9,6,13,6,12,12,12,2,13,10,1,3,3,6,9,8,2,9,3,11,0,12,13,12,8,7,3,3,11,4,10,11,11,2,12,5,4,3,14,6,2,14,4,13,1,10,12,13,6,2,10
RMGL,4,4,4,6,4,4,4,4,6,5,5,5,2,5,5,4,2,5,6,3,2,3,2,0,5,5,1,5,1,5,6,3,0,4,4,2,3,5,3,6,3,5,1,3,1,4,3,5,6,4,6,3,6,2,6,1,3,3,6,4,1,3,3,3,3,2,5,3,0,0,0,6,1,6,2,6,6,6,2,5,6,1,1,2,1,5,3,1,3,1,4,1,6,5,6,2,2,0,1,4,0,5,4,4,1,6,2,3,1,6,3,0,5,2,6,1,5,4,5,2,3,6
ADAR,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1
ALA,2,2,2,2,1,1,1,2,2,2,2,2,0,2,1,2,1,2,2,0,0,0,0,0,1,1,1,1,1,2,2,2,0,2,2,0,0,0,1,1,2,2,0,1,0,1,1,1,2,2,1,1,2,2,2,0,0,1,2,1,0,2,0,2,2,0,1,2,0,0,0,2,1,2,1,2,2,2,0,2,2,0,0,0,1,1,1,0,1,0,2,0,1,2,2,1,0,0,1,1,0,1,1,2,1,2,0,0,0,2,1,0,2,1,1,0,2,2,2,1,0,1
ADAL,10,10,9,12,8,8,9,8,10,10,11,11,5,11,9,10,6,11,12,6,3,5,4,0,10,10,3,10,3,11,12,8,0,9,9,3,6,7,8,9,7,11,3,8,3,9,5,8,11,10,11,6,12,8,12,1,4,7,11,9,1,7,3,6,9,2,9,9,6,0,2,0,5,11,6,12,11,12,2,11,11,2,2,3,4,10,6,2,6,3,10,1,11,11,11,6,5,2,2,9,2,10,9,9,3,12,4,4,3,12,6,1,11,3,11,2,11,10,11,6,4,10
RIMR,5,6,5,6,6,5,5,6,6,6,6,7,4,7,6,7,4,7,5,4,1,4,2,0,6,6,2,4,2,7,7,5,0,6,5,2,4,3,4,5,2,7,3,7,4,4,1,4,6,6,5,3,7,6,7,1,2,3,5,6,1,4,1,3,6,1,3,6,1,0,1,5,0,6,5,6,6,6,1,6,4,2,2,3,4,4,5,2,3,3,4,1,6,6,5,3,3,3,1,6,3,5,5,5,1,5,4,3,2,7,1,2,7,0,6,1,5,6,7,2,1,5
AVJL,14,12,12,15,12,11,11,12,15,15,15,16,8,16,14,15,7,16,14,8,3,7,4,0,15,14,3,11,3,15,17,11,0,13,14,5,11,9,10,15,11,16,7,13,4,9,6,11,16,14,13,9,17,11,15,2,3,10,15,13,4,9,4,8,11,3,12,13,6,1,2,11,6,0,6,15,15,15,3,15,13,2,2,4,5,11,9,3,10,4,13,2,14,15,15,8,6,3,4,13,4,11,13,13,3,15,5,7,3,17,8,2,15,4,16,1,11,14,15,6,5,14
RIML,6,7,5,7,6,5,6,4,5,7,7,7,3,7,7,7,4,7,6,3,2,3,2,0,6,7,2,5,2,7,7,5,0,8,5,2,5,4,4,4,4,7,2,7,4,5,2,3,6,6,6,3,7,6,7,1,3,3,7,6,1,5,2,2,5,1,4,6,2,0,1,6,5,6,0,7,5,7,1,7,5,1,2,3,4,5,5,2,3,2,5,1,6,7,6,4,4,2,2,6,2,6,5,5,2,6,3,3,2,7,2,2,7,0,6,1,6,6,7,2,0,6
AIBL,14,13,12,15,12,11,12,11,14,14,15,15,8,15,13,14,7,15,15,8,4,7,4,0,14,14,3,12,3,14,16,11,0,13,13,6,10,9,10,13,10,15,7,12,4,10,6,9,15,13,13,8,16,10,15,1,4,9,15,12,3,10,4,7,10,3,11,12,6,1,2,12,6,15,7,0,14,15,3,15,13,2,2,4,5,12,10,3,10,4,13,2,13,15,14,8,7,3,4,13,4,12,12,13,3,15,5,6,3,16,7,2,14,4,15,2,12,14,14,6,5,13
AVAL,13,11,10,14,12,9,10,12,15,14,14,15,8,15,13,14,8,15,14,9,4,6,5,0,14,13,3,11,3,14,16,11,0,12,13,5,9,9,10,14,10,15,6,12,4,9,7,11,15,14,12,10,16,10,14,2,4,10,14,13,3,9,3,8,11,2,11,12,6,1,2,11,6,15,5,14,0,14,2,14,13,2,3,5,5,11,9,3,10,4,13,2,13,14,13,7,5,2,4,12,3,10,12,13,2,15,5,6,4,16,7,1,14,4,15,2,11,13,14,5,5,12
AUAL,14,12,12,15,12,11,11,11,14,14,15,15,8,15,13,14,7,15,14,8,3,7,5,0,14,14,3,12,3,14,16,12,0,13,13,5,10,8,9,13,10,15,6,12,5,10,6,9,15,13,14,8,16,11,15,1,4,10,15,12,3,9,4,7,11,3,11,12,6,0,2,12,6,15,7,15,14,0,3,15,13,2,2,4,6,11,9,2,10,3,13,2,14,15,14,9,7,3,4,12,3,11,12,13,3,15,6,7,4,16,7,2,14,4,15,2,11,13,14,6,5,13
RIS,3,1,2,3,3,3,1,2,3,3,3,2,2,3,3,2,0,3,2,2,1,2,0,0,3,3,0,2,0,3,3,3,0,2,2,2,2,1,1,3,1,3,2,1,1,2,1,2,3,1,3,1,3,2,3,0,0,1,3,1,2,2,2,1,1,2,2,2,2,0,0,2,1,3,1,3,2,3,0,3,2,0,0,0,2,2,2,0,2,0,2,0,3,3,3,2,1,1,0,3,1,3,2,2,0,2,1,1,0,3,1,1,3,1,3,0,1,2,3,1,2,3
AIBR,14,12,11,15,13,10,11,11,14,14,15,15,9,16,13,14,8,15,14,9,4,6,5,0,14,15,2,12,2,14,16,12,0,14,13,6,11,8,9,13,11,15,7,12,5,10,7,10,15,13,13,9,16,11,14,1,4,9,15,12,4,10,4,7,11,3,11,13,5,1,2,11,6,15,7,15,14,15,3,0,13,2,2,4,6,11,10,3,11,4,13,2,13,16,14,9,7,3,4,12,4,11,12,13,2,15,6,6,3,16,7,2,15,4,15,1,11,13,14,6,4,13
