recording_id,roi,label,atlas_region,base_region,side,n_rois_recording,n_time,n_windows,FCS,FCS_z,FCV,FCV_z,Metastability,Metastability_z,NetTE,NetTE_z,NeighborNetTE,NeighborNetTE_z
2018-12-12_4,716,MB_R_716,MB_R,MB,R,679,2000,247,0.1255008950303721,1.092971412146868,0.2343585623520516,1.0054417239365072,0.14181021,1.0460269263456052,0.0030209771275058785,0.08825714191480398,0.006561611176727741,-0.27776609675876635
2018-12-12_4,717,MB_R_717,MB_R,MB,R,679,2000,247,0.07914786688004535,-0.13251766016404812,0.21591328012994623,-0.03362896896953228,0.13352472,0.7627998181626722,-0.012030595298142209,-0.3514710346133345,0.01127619290583331,0.3595251551556976
2018-12-12_4,718,MB_R_718,MB_R,MB,R,679,2000,247,0.1195269223595043,0.9350305284857229,0.22946384342958373,0.7297094840549275,0.08708182,-0.8247807528262908,0.004476036364075269,0.13076635801150915,0.005085431723186579,-0.4773079238077871
2018-12-12_4,719,MB_R_719,MB_R,MB,R,679,2000,247,0.12507028959194322,1.0815869939043132,0.23673301899307714,1.1392010385166307,0.119974814,0.2996168079433631,0.01050654742289829,0.306946331534431,0.002731853571110833,-0.7954516856934125
2018-12-12_4,720,MB_R_720,MB_R,MB,R,679,2000,247,0.17672924734300696,2.4473551160125053,0.24488274710341432,1.5982964067867569,0.13921182,0.9572048717992697,0.021402182672200256,0.6252597731338703,0.0035463614313089196,-0.6853509888033223
2018-12-12_4,721,MB_R_721,MB_R,MB,R,679,2000,247,0.12568720396632044,1.09789707880101,0.22765849940075936,0.6280097622303292,0.11176852,0.019097021451691752,0.009953598568770913,0.29079205977712086,0.005574086867115077,-0.41125420657003003
2018-12-12_4,722,MB_R_722,MB_R,MB,R,679,2000,247,0.16853421259776155,2.230693423599736,0.24753086299875393,1.7474716584924996,0.12050739,0.3178220818674537,0.00863956576309395,0.2524028979541424,0.0027290355737094635,-0.7958326070974735
2018-12-12_4,723,MB_R_723,MB_R,MB,R,679,2000,247,0.166503563585553,2.177006787074286,0.252870020551851,2.0482402816791088,0.1386074,0.936543652149042,0.007969005353430116,0.23281263204338706,0.0033923710076931768,-0.7061665681034045
2018-12-12_4,724,MB_R_724,MB_R,MB,R,679,2000,247,0.13625618869224865,1.3773216558759105,0.23665677285946085,1.1349058956213305,0.1589083,1.6304992217679162,0.01501009135526278,0.43851631673534475,0.005888688403601791,-0.3687280995764688
2018-12-12_4,725,MB_R_725,MB_R,MB,R,679,2000,247,0.15339726631573844,1.8305003187044757,0.2334749488915465,0.9556654809052226,0.12693371,0.537496150454214,-0.0073902021274849725,-0.21590303084585613,0.0028194027920872915,-0.7836172630773455
2018-12-12_4,726,MB_R_726,MB_R,MB,R,679,2000,247,0.10502885083191313,0.5517281006696932,0.2158939633759315,-0.03471713193375778,0.07468819,-1.2484383944745463,0.01754110582189354,0.5124593138325375,0.008821368752346969,0.02769551513756322
2018-12-12_4,727,MB_R_727,MB_R,MB,R,679,2000,247,0.07633909463374987,-0.20677644824758432,0.23833481961080286,1.2294346309179947,0.06839452,-1.4635780175870616,0.07905706187303571,2.309633616741898,0.013684053643201714,0.6850065386429905
2018-12-12_4,772,OTU_R_772,OTU_R,OTU,R,679,2000,247,0.08478197790541599,0.016437904753656033,0.20908625391117966,-0.4182131015516897,0.110114336,-0.03744881760904507,-0.037762416944259386,-1.103220200163205,0.0084057105222968,-0.028490880393960933
2018-12-12_4,773,OTU_R_773,OTU_R,OTU,R,679,2000,247,0.12854684456654175,1.1735007328911506,0.24778911718339838,1.762019788000803,0.16281137,1.763920007828855,0.009521270284819304,0.27816168983386924,0.005323378351092877,-0.44514360614391685
2018-12-12_4,774,OTU_R_774,OTU_R,OTU,R,679,2000,247,0.09776088071967354,0.35957629730646073,0.21161951038840474,-0.2755081794256174,0.10081719,-0.35525782173580767,-0.019921580223767717,-0.5820043180624176,0.007695158476734276,-0.12453940148998463
2018-12-12_4,160,PLP_R_160,PLP_R,PLP,R,679,2000,247,0.0890297843378925,0.1287421181355664,0.2107268997554002,-0.32579125657039454,0.081446566,-1.0174134403622777,-0.006826886284964538,-0.19944588994150594,0.006845189372606916,-0.23943355447791165
2018-12-12_4,161,PLP_R_161,PLP_R,PLP,R,679,2000,247,0.11311779058157534,0.7655848359329008,0.2552808931641575,2.184051002578535,0.13883589,0.9443543898374349,-0.0006813776259005597,-0.019906288359199397,0.006185384039639463,-0.3286224138142076
2018-12-12_4,162,PLP_R_162,PLP_R,PLP,R,679,2000,247,0.10552731955934061,0.5649066998406042,0.2093570301926375,-0.4029595697808544,0.06788775,-1.4809010561077156,0.045226584591114324,1.3212841163995528,0.006025907447445948,-0.3501795832366028
2018-12-12_4,163,PLP_R_163,PLP_R,PLP,R,679,2000,247,0.1458682303585177,1.6314464130850446,0.23308616955300637,0.9337645302003154,0.065739855,-1.554323722249493,0.024842597834029645,0.7257706993566405,0.00304516667699596,-0.7530997416687574
2018-12-12_4,164,PLP_R_164,PLP_R,PLP,R,679,2000,247,0.08520940336047574,0.027738250066684966,0.20543100485496185,-0.6241227820789236,0.08422872,-0.9223097882436674,0.030175610933079217,0.881573432727521,0.009519759364138191,0.12210012044242759
2018-12-12_4,165,PLP_R_165,PLP_R,PLP,R,679,2000,247,0.07598906631265248,-0.21603055525248258,0.20752636512624711,-0.5060856914692223,0.088713594,-0.7690010119449816,-0.006205032258170896,-0.1812785696419543,0.010486537375616242,0.25278385967099976
2018-12-12_4,166,PLP_R_166,PLP_R,PLP,R,679,2000,247,0.15819437890871735,1.9573271797732987,0.23873294447773788,1.2518620395294788,0.061166566,-1.7106547405848072,0.06555918851801384,1.9152963960474332,0.0037155747556533625,-0.6624776614312806
2018-12-12_4,167,PLP_R_167,PLP_R,PLP,R,679,2000,247,0.08477523870060027,0.016259732535199543,0.20455965263672363,-0.6732083174623266,0.09130655,-0.6803646241449235,-0.0015384259655698035,-0.044944755633026315,0.0070616690237075945,-0.2101710247794115
2018-12-12_4,168,PLP_R_168,PLP_R,PLP,R,679,2000,247,0.06919736424123941,-0.3955907048917992,0.20954938666613077,-0.3921236296314492,0.0896507,-0.7369675130700858,0.04881818159304801,1.4262117848066778,0.010111548076027642,0.20209486668695312
2018-12-12_4,169,PLP_R_169,PLP_R,PLP,R,679,2000,247,0.08220829665200455,-0.05160550853616046,0.20553662894189498,-0.6181727027103552,0.07423772,-1.2638370188184203,0.0477252330021125,1.3942815467332046,0.009491927058925377,0.11833790235991183
2018-12-12_4,170,PLP_R_170,PLP_R,PLP,R,679,2000,247,0.10139564063602753,0.455672684871901,0.22604005122754664,0.5368383697559288,0.09285609,-0.6273961172079368,-0.017602656621782654,-0.5142575060900433,0.006642506713352248,-0.2668310826319659
2018-12-12_4,171,PLP_R_171,PLP_R,PLP,R,679,2000,247,0.07789775200038855,-0.16556840539657697,0.2049696221850461,-0.6501136671600775,0.09033231,-0.7136677371901805,-0.015997733762844912,-0.4673700592325677,0.013995353795978382,0.7270863827274507
