roi,atlas_region,ito_neuropil_block,ito_block_order,base_region,side,side_order,label,plot_order
31,SAD,SAD,167,SAD,midline,2,SAD_31,919
32,SAD,SAD,161,SAD,midline,2,SAD_32,920
33,SAD,SAD,158,SAD,midline,2,SAD_33,921
34,SAD,SAD,155,SAD,midline,2,SAD_34,922
35,SAD,SAD,174,SAD,midline,2,SAD_35,923
36,SAD,SAD,165,SAD,midline,2,SAD_36,924
38,SOG,GNG,938,SOG,midline,2,SOG_38,925
39,SOG,GNG,937,SOG,midline,2,SOG_39,926
40,SOG,GNG,936,SOG,midline,2,SOG_40,927
41,SOG,GNG,939,SOG,midline,2,SOG_41,928
42,SOG,GNG,918,SOG,midline,2,SOG_42,929
43,SOG,GNG,935,SOG,midline,2,SOG_43,930
44,SOG,GNG,940,SOG,midline,2,SOG_44,931
45,SOG,GNG,916,SOG,midline,2,SOG_45,932
46,SOG,GNG,911,SOG,midline,2,SOG_46,933
47,SOG,GNG,917,SOG,midline,2,SOG_47,934
48,SOG,GNG,965,SOG,midline,2,SOG_48,935
49,SOG,GNG,964,SOG,midline,2,SOG_49,936
50,SOG,GNG,934,SOG,midline,2,SOG_50,937
51,SOG,GNG,972,SOG,midline,2,SOG_51,938
52,SOG,GNG,970,SOG,midline,2,SOG_52,939
53,SOG,GNG,914,SOG,midline,2,SOG_53,940
54,SOG,GNG,966,SOG,midline,2,SOG_54,941
55,SOG,GNG,941,SOG,midline,2,SOG_55,942
56,SOG,GNG,933,SOG,midline,2,SOG_56,943
57,SOG,GNG,969,SOG,midline,2,SOG_57,944
58,SOG,GNG,942,SOG,midline,2,SOG_58,945
59,SOG,GNG,932,SOG,midline,2,SOG_59,946
60,SOG,GNG,943,SOG,midline,2,SOG_60,947
61,SOG,GNG,963,SOG,midline,2,SOG_61,948
62,SOG,GNG,931,SOG,midline,2,SOG_62,949
63,SOG,GNG,915,SOG,midline,2,SOG_63,950
64,SOG,GNG,944,SOG,midline,2,SOG_64,951
65,SOG,GNG,930,SOG,midline,2,SOG_65,952
66,SOG,GNG,945,SOG,midline,2,SOG_66,953
67,SOG,GNG,929,SOG,midline,2,SOG_67,954
68,SOG,GNG,946,SOG,midline,2,SOG_68,955
69,SOG,GNG,975,SOG,midline,2,SOG_69,956
70,SOG,GNG,928,SOG,midline,2,SOG_70,957
71,SOG,GNG,971,SOG,midline,2,SOG_71,958
72,SOG,GNG,947,SOG,midline,2,SOG_72,959
73,SOG,GNG,927,SOG,midline,2,SOG_73,960
74,SOG,GNG,948,SOG,midline,2,SOG_74,961
75,SOG,GNG,926,SOG,midline,2,SOG_75,962
76,SOG,GNG,913,SOG,midline,2,SOG_76,963
77,SOG,GNG,949,SOG,midline,2,SOG_77,964
78,SOG,GNG,925,SOG,midline,2,SOG_78,965
79,SOG,GNG,950,SOG,midline,2,SOG_79,966
80,SOG,GNG,924,SOG,midline,2,SOG_80,967
81,SOG,GNG,951,SOG,midline,2,SOG_81,968
82,SOG,GNG,923,SOG,midline,2,SOG_82,969
83,SOG,GNG,974,SOG,midline,2,SOG_83,970
84,SOG,GNG,952,SOG,midline,2,SOG_84,971
85,SOG,GNG,922,SOG,midline,2,SOG_85,972
86,SOG,GNG,953,SOG,midline,2,SOG_86,973
87,SOG,GNG,921,SOG,midline,2,SOG_87,974
88,SOG,GNG,954,SOG,midline,2,SOG_88,975
89,SOG,GNG,920,SOG,midline,2,SOG_89,976
90,SOG,GNG,955,SOG,midline,2,SOG_90,977
91,SOG,GNG,919,SOG,midline,2,SOG_91,978
92,SOG,GNG,910,SOG,midline,2,SOG_92,979
93,SOG,GNG,912,SOG,midline,2,SOG_93,980
94,SOG,GNG,956,SOG,midline,2,SOG_94,981
95,SOG,GNG,973,SOG,midline,2,SOG_95,982
96,SOG,GNG,909,SOG,midline,2,SOG_96,983
97,SOG,GNG,957,SOG,midline,2,SOG_97,984
98,SOG,GNG,908,SOG,midline,2,SOG_98,985
99,SOG,GNG,958,SOG,midline,2,SOG_99,986
100,SOG,GNG,907,SOG,midline,2,SOG_100,987
101,SOG,GNG,959,SOG,midline,2,SOG_101,988
102,SOG,GNG,906,SOG,midline,2,SOG_102,989
103,SOG,GNG,960,SOG,midline,2,SOG_103,990
104,SOG,GNG,905,SOG,midline,2,SOG_104,991
105,SOG,GNG,961,SOG,midline,2,SOG_105,992
106,SOG,GNG,904,SOG,midline,2,SOG_106,993
107,SOG,GNG,962,SOG,midline,2,SOG_107,994
108,SOG,GNG,968,SOG,midline,2,SOG_108,995
109,SOG,GNG,967,SOG,midline,2,SOG_109,996
110,SOG,GNG,903,SOG,midline,2,SOG_110,997
111,SOG,GNG,976,SOG,midline,2,SOG_111,998
