roi,label,atlas_region,base_region,side,n_recordings,FCS_z,FCV_z,Metastability_z,NetTE_z,NeighborNetTE_z,FCS,FCV,Metastability,NetTE,NeighborNetTE
332,ME_R_332,ME_R,ME,R,18,-1.2570256218373872,-0.9946359331640413,0.876204204601613,-0.24167124769183246,-0.476425185393212,0.031223925007632207,0.19312129827650665,0.0924736,-0.01164192818186644,0.0028117617131683975
333,ME_R_333,ME_R,ME,R,19,-0.7215637008357497,-0.47297269175721834,0.1011117681369568,0.18780725968689388,-0.337336488849054,0.04453840680598426,0.1982934661337348,0.058124423,-0.0035152124140711933,0.002496728144482939
362,ME_R_362,ME_R,ME,R,18,-1.0853984680707702,-0.9418566658185592,1.166891882092671,-0.5482356890284482,-0.9999554198784686,0.036488870434188754,0.19295502342105078,0.10427468,-0.015038269342527126,-0.007187415790911914
363,ME_R_363,ME_R,ME,R,15,-1.5735973361396296,-1.5026802004567914,1.638480624217823,-0.6888744040371108,0.9610857966426354,0.020481885903301165,0.18677703434122386,0.13278283,-0.013716650802996642,0.005135497917250092
371,ME_R_371,ME_R,ME,R,18,-1.323246489829764,-0.9267665540460506,0.6215240571816629,-0.4785149554715168,0.5175443595581546,0.028464467426333254,0.19350049432271824,0.07733963,-0.016223106325423675,0.00834629896854085
373,ME_R_373,ME_R,ME,R,16,-1.374090793544993,-1.094697261210427,1.139263897060866,-0.7409242660107124,-1.2340798316046875,0.02808649133332355,0.19189530940844823,0.10115688,-0.01769507552653834,0.001825264584751173
382,ME_R_382,ME_R,ME,R,15,-1.5867883864587502,-1.424107540440045,1.7853182759016084,-0.6579957066874393,-1.3704652700760456,0.02205981697097785,0.18791967063330112,0.13617627,-0.01709969099372764,0.004141729784240715
385,ME_R_385,ME_R,ME,R,16,-1.6262168099495542,-1.5415728962249933,1.7719361111774516,-0.4799539314039506,-0.9949982006765945,0.02054636343721102,0.18642469840951895,0.12592618,-0.012360213109725921,0.005749107878255747
390,ME_R_390,ME_R,ME,R,18,-1.4629472163761905,-1.525499879125784,1.5575344282304397,-0.7907881098948844,-1.3077959678029052,0.0251139111791058,0.18606087431048776,0.12106167,-0.017711506118000365,-0.00033709710853540225
398,ME_R_398,ME_R,ME,R,16,-1.5686502338828248,-1.620994043404234,1.750450908542515,-0.4550503823733575,-2.4178401630386936,0.022344488582078686,0.18603871909948855,0.12342939,-0.008276935515774861,-0.006656805422407972
438,ME_R_438,ME_R,ME,R,18,-1.0248707931649905,-0.6789499864484994,0.25250000042895326,0.0040068091014760065,-0.284495013533644,0.036052672231817004,0.195615983282046,0.06735807,-0.00820198893386589,0.006507768075923404
440,ME_R_440,ME_R,ME,R,18,-1.2607296437507352,-0.9244343383831679,0.8502914753621331,-0.37267040691651143,1.0291974199265728,0.030168469560269504,0.19319298680888347,0.087657616,-0.015089716152462927,0.007226804304834916
442,ME_R_442,ME_R,ME,R,18,-0.39369363984602995,-0.029230014614989124,0.10776908100182706,0.8751074872531847,-0.43761722157392824,0.05459023250675288,0.20279848008210777,0.065355726,0.002256966721034751,0.0029871975350846537
443,ME_R_443,ME_R,ME,R,18,-1.062010496408988,-0.6925358247781863,0.5741101628129868,-0.41465850934548687,0.02032196630076939,0.03544947531758235,0.19558787530053642,0.07622598,-0.013817045881630078,0.005314732707449787
445,ME_R_445,ME_R,ME,R,18,-0.8641083371243456,-0.6146750675276209,0.8466548424627347,0.12959976636741435,-1.2944338957429093,0.04327020091608245,0.19700644082376428,0.09377979,-0.007130997730066032,-0.003571736806567863
446,ME_R_446,ME_R,ME,R,18,-1.3423893884895288,-1.1153911564118189,1.0292530881679465,-0.2257843081406994,-0.48824917177395105,0.02891579251212896,0.19175592155064164,0.09717993,-0.010367682796199556,0.004186979906761466
447,ME_R_447,ME_R,ME,R,18,-0.80212725503818,-0.4610414992940996,0.6729346055621451,0.483848561313654,-0.7522362181103662,0.0446015283562971,0.19965176877423796,0.08342805,-0.004341371711111048,-0.001315497063856627
448,ME_R_448,ME_R,ME,R,18,-0.783265371155229,-0.5768402860123116,0.5768375223080268,0.17121252279502785,0.052041897890594956,0.04555163555655294,0.19785990858012797,0.08586883,-0.007209130779537302,0.003626692224468971
449,ME_R_449,ME_R,ME,R,18,-0.7752786983774143,-0.3235244357176703,0.20379651994566045,0.6028123029213919,-0.49895470526344976,0.043702649816938624,0.2002301928078437,0.06502837,-0.0035914793137835515,0.0014576716667444713
450,ME_R_450,ME_R,ME,R,18,-1.1887061963751429,-0.9512329898334981,1.1433662832022324,-0.5522745914761598,-0.6296033693377519,0.03357630933506054,0.19332440657143068,0.103767924,-0.01593585179629468,-0.006428026660313243
451,ME_R_451,ME_R,ME,R,1,-1.3989185355388163,-1.16965131261109,1.9384002992075238,-0.19896232551191506,,0.017905329509489205,0.18398566270408734,0.05694961,-0.0036782999665950214,
480,ME_L_480,ME_L,ME,L,13,-1.6514158273127262,-1.7823387300704785,1.7646304459648379,-0.36975251557900246,-2.2189072183874203,0.01979863710730795,0.18496484779491595,0.12770604,-0.00782304066086919,-0.012068199640051725
481,ME_L_481,ME_L,ME,L,19,-1.5423762159847545,-1.5290348572792254,1.4876190513852965,-0.49877886478128386,-0.5176472692128669,0.02402015166352434,0.18693754565074547,0.111339785,-0.014663766180042831,0.006832370694518482
483,ME_L_483,ME_L,ME,L,7,-1.8059440385246235,-1.9971637853337376,1.7705332921245405,-0.5994432173250005,-0.6483356251593628,0.02103667326510126,0.18587124701712585,0.10421283,-0.011636821156079447,0.004533183875403981
