roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
398,ME_R_398,ME_R,R,optic/lateral protocerebrum,-2.0117518239939427,0.0062167920089693,0.033232590552751164
399,ME_R_399,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
400,ME_R_400,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
401,ME_R_401,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
402,ME_R_402,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
403,ME_R_403,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
404,ME_R_404,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
405,ME_R_405,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
406,ME_R_406,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
407,ME_R_407,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
408,ME_R_408,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
409,ME_R_409,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
410,ME_R_410,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
411,ME_R_411,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
412,ME_R_412,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
413,ME_R_413,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
414,ME_R_414,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
415,ME_R_415,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
416,ME_R_416,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
417,ME_R_417,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
418,ME_R_418,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
419,ME_R_419,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
420,ME_R_420,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
421,ME_R_421,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
422,ME_R_422,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
423,ME_R_423,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
424,ME_R_424,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
425,ME_R_425,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
426,ME_R_426,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
427,ME_R_427,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
428,ME_R_428,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
429,ME_R_429,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
430,ME_R_430,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
431,ME_R_431,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
432,ME_R_432,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
433,ME_R_433,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
434,ME_R_434,ME_R,R,optic/lateral protocerebrum,,0.0062167920089693,0.033232590552751164
