roi,label,side_key,side,big_group,mean_FCV_excl_same_side_key_z,weighted_mean_PostDCA_positive,binary_mean_PostDCA_positive
221,AVLP_L_221,AVLP_L,L,optic/lateral protocerebrum,-0.2720171368897343,0.017506590080857,0.00953802605777814
222,AVLP_L_222,AVLP_L,L,optic/lateral protocerebrum,-0.3588336514080318,0.017506590080857,0.00953802605777814
223,AVLP_L_223,AVLP_L,L,optic/lateral protocerebrum,-0.7832248938428782,0.017506590080857,0.00953802605777814
224,AVLP_L_224,AVLP_L,L,optic/lateral protocerebrum,0.0117329534961869,0.017506590080857,0.00953802605777814
225,AVLP_L_225,AVLP_L,L,optic/lateral protocerebrum,0.0441881155973454,0.017506590080857,0.00953802605777814
226,AVLP_L_226,AVLP_L,L,optic/lateral protocerebrum,-0.4568811128952724,0.017506590080857,0.00953802605777814
227,AVLP_L_227,AVLP_L,L,optic/lateral protocerebrum,-0.0070935797374993,0.017506590080857,0.00953802605777814
228,AVLP_L_228,AVLP_L,L,optic/lateral protocerebrum,0.7664058367002023,0.017506590080857,0.00953802605777814
229,AVLP_L_229,AVLP_L,L,optic/lateral protocerebrum,-0.1142801358524688,0.017506590080857,0.00953802605777814
230,AVLP_L_230,AVLP_L,L,optic/lateral protocerebrum,-0.5633614291749511,0.017506590080857,0.00953802605777814
231,AVLP_L_231,AVLP_L,L,optic/lateral protocerebrum,-0.3291904901742175,0.017506590080857,0.00953802605777814
232,AVLP_L_232,AVLP_L,L,optic/lateral protocerebrum,-0.4223544778387916,0.017506590080857,0.00953802605777814
233,AVLP_L_233,AVLP_L,L,optic/lateral protocerebrum,-0.3689101908024879,0.017506590080857,0.00953802605777814
234,AVLP_L_234,AVLP_L,L,optic/lateral protocerebrum,0.3234303353791967,0.017506590080857,0.00953802605777814
235,AVLP_L_235,AVLP_L,L,optic/lateral protocerebrum,-0.1234132756248368,0.017506590080857,0.00953802605777814
236,AVLP_L_236,AVLP_L,L,optic/lateral protocerebrum,-0.4766424457907242,0.017506590080857,0.00953802605777814
237,AVLP_L_237,AVLP_L,L,optic/lateral protocerebrum,1.2766440142023134,0.017506590080857,0.00953802605777814
238,AVLP_L_238,AVLP_L,L,optic/lateral protocerebrum,0.4315976056498167,0.017506590080857,0.00953802605777814
239,AVLP_L_239,AVLP_L,L,optic/lateral protocerebrum,-0.1430914665656155,0.017506590080857,0.00953802605777814
240,AVLP_L_240,AVLP_L,L,optic/lateral protocerebrum,1.1700956724062497,0.017506590080857,0.00953802605777814
241,AVLP_L_241,AVLP_L,L,optic/lateral protocerebrum,2.1228263836447367,0.017506590080857,0.00953802605777814
242,AVLP_L_242,AVLP_L,L,optic/lateral protocerebrum,0.1259749309659787,0.017506590080857,0.00953802605777814
243,AVLP_L_243,AVLP_L,L,optic/lateral protocerebrum,-0.425622297997937,0.017506590080857,0.00953802605777814
244,AVLP_L_244,AVLP_L,L,optic/lateral protocerebrum,-0.3756067810781716,0.017506590080857,0.00953802605777814
245,AVLP_L_245,AVLP_L,L,optic/lateral protocerebrum,-0.1855156871463021,0.017506590080857,0.00953802605777814
246,AVLP_L_246,AVLP_L,L,optic/lateral protocerebrum,1.551864509938901,0.017506590080857,0.00953802605777814
247,AVLP_L_247,AVLP_L,L,optic/lateral protocerebrum,-0.3897460346318102,0.017506590080857,0.00953802605777814
248,AVLP_L_248,AVLP_L,L,optic/lateral protocerebrum,2.250520078421532,0.017506590080857,0.00953802605777814
