Subject,Region,RegionID,Division,PostDCA,NeuronCount,RegionwiseMetastability,GlobalMetastability,TraceSource,MetastabilityDefinition
14,lMOS4,5,Hind,0.1781221791123736,1173,0.07800205940430212,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lMOS5,6,Hind,0.07904857777849517,1380,0.06280139018292137,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lNX,35,Hind,0.5159242026090447,653,0.12240477112135771,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lRa,10,Hind,-0.07359117253107073,636,0.07680111852778146,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lT,11,Hind,-0.7772193815657938,1553,0.10458641789166628,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,laRF,12,Hind,-0.564318946902863,405,0.11148642385215905,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,limRF,13,Hind,-1.4314709184810288,606,0.10493145113641718,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,lpRF,14,Hind,-0.6214145198808102,745,0.1003495363913062,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rCb,37,Hind,-0.5336652505464933,1784,0.06488494973383241,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMON,36,Hind,-0.20825183989935483,1275,0.18819873261225223,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMOS1,38,Hind,0.16364639867929043,1923,0.041534393512342005,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMOS2,39,Hind,0.8422349936180663,913,0.07105345756539193,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMOS3,40,Hind,-0.5651363701456422,1490,0.05055787166503053,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMOS4,41,Hind,0.12590502818072719,1294,0.05430989711840067,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rMOS5,42,Hind,0.14031625821006288,1831,0.09374369843788725,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rNX,71,Hind,-0.6893400895121092,781,0.17548096320602155,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rRa,46,Hind,-0.7676411283127857,379,0.1393570063488988,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rT,47,Hind,-1.0407411074881572,1615,0.06664085168871361,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,raRF,48,Hind,-0.6631233902290617,457,0.06465025355344474,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rimRF,49,Hind,-1.54619502907132,664,0.056522588711749325,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
14,rpRF,50,Hind,0.10367599956677641,947,0.07596634690581962,0.0332689990645755,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lOB,20,Tel,0.8396904821626903,26,0.33066277178005377,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lP,22,Tel,1.231407127758574,697,0.04158313637629353,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lPO,25,Tel,1.5972895725725633,419,0.05134875272352328,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lSP,28,Tel,1.3712731940440057,545,0.07416140266645121,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rP,58,Tel,1.6274838194004198,706,0.04948111587885351,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rPO,61,Tel,1.5828504374539252,372,0.0813653463040159,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rSP,64,Tel,0.8449219250677052,515,0.0800129248817572,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lHb,16,Di,2.3676084202295034,170,0.17987784354205832,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lPT,24,Di,0.4045887279983318,345,0.015379253596705755,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lPrT,26,Di,-0.760839251044076,349,0.018139753711696082,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lTh,30,Di,-0.27932436463978083,1008,0.024256457259660913,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rHb,52,Di,1.269284446459516,198,0.3013483998287216,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rPT,60,Di,0.6955220273189893,352,0.07800375110871205,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rPrT,62,Di,-0.8729101402526896,406,0.016818837096997583,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rTh,66,Di,0.12267948011021526,1027,0.05660214289868851,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lTS,32,Mes,-0.038289558822681,62,0.16568553625709828,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lTeO,29,Mes,-0.22102994971595435,4238,0.07857322041484117,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rTS,68,Mes,-0.0707917864782934,91,0.08371845948103482,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rTeO,65,Mes,-0.9360345644680327,4463,0.18053814977386162,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lCb,1,Hind,-0.23156409707923123,1485,0.022448519633888102,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMON,0,Hind,-0.1885718314625819,898,0.30339982027627854,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMOS1,2,Hind,0.20229532589358945,1366,0.01789794052161232,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMOS2,3,Hind,-0.007147165310974443,534,0.01654133211453673,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMOS3,4,Hind,-0.5280442068802194,1243,0.029506665377836895,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMOS4,5,Hind,0.1781221791123736,944,0.020104796949902668,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lMOS5,6,Hind,0.07904857777849517,1131,0.06546922434446628,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lNX,35,Hind,0.5159242026090447,442,0.030697144868882892,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lRa,10,Hind,-0.07359117253107073,332,0.02370578877412291,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lT,11,Hind,-0.7772193815657938,604,0.015475499053324964,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,laRF,12,Hind,-0.564318946902863,421,0.019434622006020887,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,limRF,13,Hind,-1.4314709184810288,596,0.06355919813745871,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,lpRF,14,Hind,-0.6214145198808102,762,0.10462030009935123,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rCb,37,Hind,-0.5336652505464933,1679,0.015801850162643707,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMON,36,Hind,-0.20825183989935483,1007,0.3628234711603801,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMOS1,38,Hind,0.16364639867929043,1276,0.01498036649059653,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMOS2,39,Hind,0.8422349936180663,543,0.022075571957354687,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMOS3,40,Hind,-0.5651363701456422,1298,0.01596860256549378,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMOS4,41,Hind,0.12590502818072719,1101,0.019009885748678932,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rMOS5,42,Hind,0.14031625821006288,1356,0.08645395987961618,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rNX,71,Hind,-0.6893400895121092,822,0.02728467846167438,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rRa,46,Hind,-0.7676411283127857,204,0.01565571274200245,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rT,47,Hind,-1.0407411074881572,876,0.01479445718757205,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,raRF,48,Hind,-0.6631233902290617,545,0.015209703295900455,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rimRF,49,Hind,-1.54619502907132,633,0.019163059400259617,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
15,rpRF,50,Hind,0.10367599956677641,861,0.04867821106822557,0.01039857893115201,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
16,lOB,20,Tel,0.8396904821626903,330,0.14453990773576636,0.03521377909635857,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
16,lP,22,Tel,1.231407127758574,875,0.11298463183962387,0.03521377909635857,spot_data,var_t(mean_j cos(phi_i(t)-phi_j(t)))
