Subject,StimulusIndex,Region,RegionID,Division,PostDCA,NeuronCount,FCV,NTimepoints,NWindows,TraceSource,FCVDefinition,WindowSize,Overlap
17,12,lMON,0,Hind,-0.1885718314625819,814,0.3242656775483565,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lMOS1,2,Hind,0.20229532589358945,1271,0.24069809381868126,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lMOS2,3,Hind,-0.007147165310974443,373,0.24330953279144135,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lMOS3,4,Hind,-0.5280442068802194,1049,0.25251728363450826,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lMOS4,5,Hind,0.1781221791123736,897,0.24475327722824544,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lMOS5,6,Hind,0.07904857777849517,997,0.28623254092892353,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lNX,35,Hind,0.5159242026090447,289,0.24629232038884916,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lRa,10,Hind,-0.07359117253107073,308,0.3943917310746868,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lT,11,Hind,-0.7772193815657938,1187,0.2416776325761303,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,laRF,12,Hind,-0.564318946902863,360,0.23290118378322092,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,limRF,13,Hind,-1.4314709184810288,427,0.24405715476450449,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
17,12,lpRF,14,Hind,-0.6214145198808102,659,0.24054001298291536,192,35,stim_data,std of sliding-window FC; same stimulus-index timepoints concatenated,20,15
